qid,audit_scope,error_type,stratum,stratum_population_n,stratum_sample_n,sample_weight,probability,prediction,label,judge_label,judge_true,alias_match,prob_rank_bin_within_error_type,question,response,official_aliases_raw,official_aliases_normalized,human_binary_label,human_score,attribution,notes
58bca08702b8c6095300000a,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6487383984483275,1,0,true,True,False,Q3,What is Dravet syndrome?,"Dravet syndrome is a rare, severe form of epilepsy that begins in infancy and is characterized by prolonged seizures, developmental delays, and cognitive impairment.",A severe epilepsy of chidhood,severe epilepsy of chidhood,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58efa1b870f9fc6f0f000003,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6474310582829631,1,0,true,True,False,Q3,"What is a ""chemobrain""?","Chemobrain is a term describing cognitive difficulties experienced by cancer patients and survivors, often attributed to chemotherapy.","The term ""chemobrain"" is sometimes used to denote deficits in neuropsychological functioning that may occur as a result of cancer treatment.",term chemobrain is sometimes used to denote deficits in neuropsychological functioning that may occur as result of cancer treatment,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5a88370c61bb38fb24000014,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6453898388431164,1,0,true,True,False,Q3,What is the function of the gene MDA5?,"Detects cytosolic double-stranded RNA, triggering an antiviral response.","Sensing of non-self RNAs, especially viral RNA",sensing of non self rnas especially viral rna,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
52f21e8f2059c6d71c00000c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6435788109393299,1,0,true,True,False,Q3,What is the most probable defect underlying triple negative breast cancer?,Loss of BRCA1/2 function,BRCA1 dysfunction,brca1 dysfunction,incorrect,incorrect,judge_side_label_error,Broadens BRCA1 to BRCA1/2 and changes the benchmark answer materially.
603219c21cb411341a000133,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6412178559191661,1,0,true,True,False,Q3,What is vesiduction?,Vesiduction,'Vesiduction' as a fourth mode of intercellular DNA transfer.,vesiduction as fourth mode of intercellular dna transfer,correct,exact_alias,detector_false_positive,The response directly gives the named term asked for.
56c58f1b5795f9a73e000001,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6353166874902055,1,0,true,True,False,Q3,Which species of bacteria did the mitochondria originate from?,Rickettsiales,Biologists agree that the ancestor of mitochondria was an alpha-proteobacterium.,biologists agree that ancestor of mitochondria was alpha proteobacterium,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
6026f0251cb411341a0000d6,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6334958962460048,1,0,true,True,False,Q3,What is the route of administration of eptinezumab?,Intravenous infusion,Intravenously,intravenously,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
515df063298dcd4e51000029,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6334766393868217,1,0,true,True,False,Q3,What is the indication for prophylactic use of antibiotics in COPD?,To reduce exacerbations.,Reduction of number of exacerbations,reduction of number of exacerbations,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
57136a7e1174fb1755000006,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.632782151787013,1,0,true,True,False,Q3,How early during pregnancy does non-invasive cffDNA testing allow sex determination of the fetus?,As early as 9 weeks.,6th to 10th week of gestation | first trimester of pregnancy,6th to 10th week of gestation | first trimester of pregnancy,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
623dfd2ef0baec9a1b000004,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6254430872470891,1,0,true,True,False,Q3,What is the function of the protein calreticulin?,"Calreticulin acts as a calcium-binding chaperone protein, involved in protein folding, quality control, and apoptosis.",chaperone and Ca2+ buffer to assist correct protein folding within the ER,chaperone and ca2 buffer to assist correct protein folding within er,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
6252f496e764a53204000020,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6119520018333215,1,0,true,True,False,Q3,What is the gene ABCG1 encoding?,ATP-binding cassette transporter G1,ATP binding cassette (ABC) transporter,atp binding cassette abc transporter,correct,exact_alias,detector_false_positive,Correct gene-expansion answer stated more compactly than the alias sentence.
56d3346cf22319765a000008,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.607005651142083,1,0,true,True,False,Q3,What is situs inversus?,Situs inversus is a rare congenital condition in which the digestive and thoracic organs are mirrored from their normal positions.,Situs inversus totalis is a rare congenital anomaly with a complete mirror image of the thoracic and abdominal organs.,situs inversus totalis is rare congenital anomaly with complete mirror image of thoracic and abdominal organs,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58bc363622d300530900001f,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6060161997667722,1,0,true,True,False,Q3,Where is Akkermansia muciniphila found?,"Human gut, animal gut",Akkermansia muciniphila resides in the gastrointestinal tracts of humans and animals.,akkermansia muciniphila resides in gastrointestinal tracts of humans and animals,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58a8045860087bc10a000035,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6052995498985494,1,0,true,True,False,Q3,What is trichotillomania?,"Trichotillomania is a mental disorder characterized by the recurrent urge to pull out one’s own hair, leading to noticeable hair loss.",Trichotillomania is a hair pulling disorder.,trichotillomania is hair pulling disorder,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
56b397a98525abca1e000003,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6005335505272641,1,0,true,True,False,Q3,What is the lipid droplet used for in the cell?,Energy storage and cellular signaling.,lipid storage and lipid mobilization,lipid storage and lipid mobilization,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5a9e2386de7cb99d40000004,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5995973259906937,1,0,true,True,False,Q3,What is the drug forxiga used for?,Type 2 diabetes and heart failure.,Treatment of patients with type 2 diabetes.,treatment of patients with type 2 diabetes,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
534eb34b288f4dae47000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5988123568947347,1,0,true,True,False,Q3,"In which process Src, Cortactin and MT1-MMP are playing an essential role?",Invadopod formation,"Src, Cortactin and MT1-MMP play an essential role in the formation and function of invadopodia.",src cortactin and mt1 mmp play essential role in formation and function of invadopodia,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5178d6be8ed59a060a000038,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.592708250716686,1,0,true,True,False,Q2,What is a popular mesaure of gene expression in RNA-seq experiments?,Read counts per kilobase per million mapped reads (RPKM),Reads Per Kilobase per Million mapped reads (RPKM),reads per kilobase per million mapped reads rpkm,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5fdb2e23a43ad3127800000a,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.588709359038563,1,0,true,True,False,Q2,What is marked by DNaseI hypersensitive sites?,Gene promoters,sites of transcriptional regulation | gene regulatory sites | transcriptional regulation binding sites | cis-regulatory elements,sites of transcriptional regulation | gene regulatory sites | transcriptional regulation binding sites | cis regulatory elements,incorrect,incorrect,judge_side_label_error,Gene promoters are only a subset of the regulatory sites marked by DHSs.
58f4b2f070f9fc6f0f000012,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5854825030448257,1,0,true,True,False,Q2,What is the indication for Mirabegron?,Overactive bladder (OAB) associated with urge incontinence.,OverActive Bladder syndrome,overactive bladder syndrome,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
60490c421cb411341a000166,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5851034327234075,1,0,true,True,False,Q2,How is the STING protein activated?,Binding to dsDNA.,By intracellular DNA,by intracellular dna,incorrect,incorrect,judge_side_label_error,STING is not directly activated by dsDNA in the way the response states.
5e46e74e3f5415952900000b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5839496979806705,1,0,true,True,False,Q2,What is the cause of the disease Xeroderma Pigmentosum?,Deficiency in nucleotide excision repair.,"Defective NER, such as mutated ERCC1 or ERCC$ genes",defective ner such as mutated ercc1 or ercc genes,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58cd90c202b8c60953000040,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5832947556646543,1,0,true,True,False,Q2,What is the role of IL-18BP?,IL-18BP inhibits IL-18 activity and signaling.,IL-18 binding protein (IL-18BP) is a natural inhibitor of IL-18. The balance between IL-18 and IL-18BP has an important role in the inflammatory setting.,il 18 binding protein il 18bp is natural inhibitor of il 18 balance between il 18 and il 18bp has important role in inflammatory setting,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
531a34d5b166e2b806000036,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5827988434046151,1,0,true,True,False,Q2,Which gene is required for the efficient function of clopidogrel?,CYP2C19,"cytochrome P450, CYPC19",cytochrome p450 cypc19,correct,exact_alias,detector_false_positive,Direct gene-symbol answer; alias wording is noisy.
56d06e043975bb303a000011,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5804262946730326,1,0,true,True,False,Q2,In which breast cancer patients can palbociclib be used?,"Patients with HR-positive, HER2-negative advanced or metastatic breast cancer who have progressed after prior endocrine therapy.","hormone receptor-positive, human epidermal growth factor receptor 2-negative",hormone receptor positive human epidermal growth factor receptor 2 negative,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
6049173d1cb411341a00016b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5762043602941688,1,0,true,True,False,Q2,When is the drug Ivermectin used?,"Treatment of parasitic infections in humans and animals, and, controversially, for potential treatment of COVID-19.",Ivermectin is used to treat parasitic diseases,ivermectin is used to treat parasitic diseases,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5c7aae9dd774d0424000000a,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5756546204949109,1,0,true,True,False,Q2,What is the function of the protein encoded by the gene STING?,Recognition of cytosolic DNA and activation of innate immune responses.,activation of type I interferons,activation of type i interferons,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5a70ce82b750ff4455000065,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.574869395100375,1,0,true,True,False,Q2,What is the mode of action of the drug Prolia?,"Prolia inhibits osteoclast activity, reducing bone resorption.",Anti-RANKL antibody which prevents bone catabolism in osteoporosis,anti rankl antibody which prevents bone catabolism in osteoporosis,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58a342e760087bc10a00001c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5739307573607169,1,0,true,True,False,Q2,Can you define iatrogenic disease?,Iatrogenic disease is a condition caused by medical examination or treatment.,illness caused by treatment,illness caused by treatment,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
515dd3d5298dcd4e5100001c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5720297841609706,1,0,true,True,False,Q2,In what proportion of children with heart failure has Enalapril been shown to be safe and effective?,Approximately 60%,50% to 80%,50 to 80,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
56c868a95795f9a73e000017,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.571574810548468,1,0,true,True,False,Q2,What is the application of the Bimolecular Fluorescence Complementation (BiFC) assay in Drosophila embryos?,Detection of protein-protein interactions in Drosophila embryos.,The study of protein-protein interactions in a physiologically relevant developing context.,study of protein protein interactions in physiologically relevant developing context,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
53035d7c2059c6d71c000085,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5600755899147143,1,0,true,True,False,Q2,What is commotio cordis?,Commotio cordis is a sudden cardiac arrest caused by blunt trauma to the chest at a critical point in the heart’s electrical cycle.,blunt thoracic impact causing sudden death,blunt thoracic impact causing sudden death,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
622dfb133a8413c6530000a8,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.558017691402323,1,0,true,True,False,Q2,What is the drug  gantenerumab targeting?,Amyloid plaques,"Gantenerumab significantly reduced amyloid plaques, cerebrospinal fluid total tau, and phospho-tau181 and attenuated increases of neurofilament light chain.",gantenerumab significantly reduced amyloid plaques cerebrospinal fluid total tau and phospho tau181 and attenuated increases of neurofilament light chain,correct,acceptable_paraphrase,benchmark_alias_issue,"Benchmark alias answers a downstream effect, while the question asks for the drug target."
6032899c1cb411341a000144,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5538268236907941,1,0,true,True,False,Q2,Where are integrins localized in a cell?,Cell membrane,transmembrane,transmembrane,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
54db62a3034aea571d000001,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5534091046401033,1,0,true,True,False,Q2,Which is the main calcium pump of the sarcoplasmic reticulum?,Ca²⁺-ATPase,Sarcoplasmic reticulum Ca(2+)-ATPase | SERCA | serca2,sarcoplasmic reticulum ca 2 atpase | serca | serca2,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
65cfa22b1930410b1300000c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5498072464131264,1,0,true,True,False,Q2,What is the target of Selpercatinib?,RET kinase,rearranged during transfection (RET) kinase,rearranged during transfection ret kinase,correct,exact_alias,detector_false_positive,Direct kinase-target answer.
56d04a533975bb303a000010,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5492102062378413,1,0,true,True,False,Q2,What is dovitinib?,Dovitinib is a tyrosine kinase inhibitor used to treat advanced renal cell carcinoma.,tyrosine kinase receptor inhibitor,tyrosine kinase receptor inhibitor,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5fdb41b6a43ad3127800001d,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5467765321921193,1,0,true,True,False,Q2,Which type of analysis does DeSeq2 perform?,Differential gene expression analysis,differential analysis of RNASeq data,differential analysis of rnaseq data,correct,exact_alias,detector_false_positive,Direct method answer.
5aacd487fcf4565872000007,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5430393467063018,1,0,true,True,False,Q2,Which human gene encode for DNA polymerase θ?,POLQ,DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by the POLQ gene in mammalian genomes,dna polymerase theta pol θ is evolutionarily conserved protein encoded by polq gene in mammalian genomes,correct,exact_alias,detector_false_positive,Direct gene-symbol answer.
5a9d29571d1251d03b000018,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.537694347994348,1,0,true,True,False,Q1_low,What effect does azeliragon have on RAGE?,Azeliragon reduces RAGE expression and signaling.,Inhibitory,inhibitory,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5e5bafa01af46fc130000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5360915554195842,1,0,true,True,False,Q1_low,What is the function of a viral peplomer?,To mediate viral attachment to host cells.,attachment and fusion during viral entry as well as for the induction of cell to cell fusion.,attachment and fusion during viral entry as well as for induction of cell to cell fusion,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5e639a0a1af46fc130000010,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5306530059069138,1,0,true,True,False,Q1_low,HER-2 belongs to what family of proteins?,Epidermal growth factor receptor (EGFR),Epidermal growth factor receptor family,epidermal growth factor receptor family,incorrect,incorrect,judge_side_label_error,Names one receptor rather than the receptor family asked for.
58a8903b38c171fb5b000006,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5282364084466246,1,0,true,True,False,Q1_low,What is the effect of nocodazole cell treatment?,"Cell cycle arrest at the G2/M checkpoint, inhibition of microtubule polymerization, and ultimately cell death.",Mitotic arrest,mitotic arrest,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
644640de57b1c7a31500006b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5218926144743039,1,0,true,True,False,Q1_low,What is the cause of Spinal Muscular Atrophy (SMA)?,Genetic mutations in the SMN1 gene.,mutations in SMN1 (encoding survival motor neuron protein (SMN)) | Reduced expression of SMN | Loss or deletion of survival motor neuron 1 gene (SMN1) | defects in the survival motor neuron 1 (SMN1) gene | loss of the SMN1 gene | loss of the SMN1 gene in most cases or mutations in rare cases,mutations in smn1 encoding survival motor neuron protein smn | reduced expression of smn | loss or deletion of survival motor neuron 1 gene smn1 | defects in survival motor neuron 1 smn1 gene | loss of smn1 gene | loss of smn1 gene in most cases or mutations in rare cases,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
65f494d7c4010b4d78000013,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.521730295130223,1,0,true,True,False,Q1_low,What is the relationship between  Electroporation (EP) and DNA vaccines?,"Electroporation enhances DNA vaccine delivery by creating temporary pores in cell membranes, facilitating DNA entry.",increase immunogenicity of the vaccine,increase immunogenicity of vaccine,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
58bc8e7a02b8c60953000007,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5176278499799296,1,0,true,True,False,Q1_low,What is plantar fasciitis,"Inflammation of the plantar fascia, a thick band of tissue on the bottom of the foot.",heel pain,heel pain,correct,acceptable_paraphrase,benchmark_alias_issue,Benchmark alias names a symptom; the response correctly defines the condition.
6415c252690f196b51000011,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5130878402944002,1,0,true,True,False,Q1_low,Which cancer is the BCG vaccine used for?,Urothelial cancer,Non-muscle Invasive Bladder Cancer,non muscle invasive bladder cancer,incorrect,incorrect,judge_side_label_error,Response is too broad; benchmark asks for non-muscle-invasive bladder cancer specifically.
58a2c77a60087bc10a000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5117794442666038,1,0,true,True,False,Q1_low,What is the role of gamma-secreatase complex in Alzheimer's Disease?,"Dysregulation of the gamma-secretase complex contributes to amyloid-beta plaque formation, a hallmark of Alzheimer’s disease.",cleaves a precursor protein to create the amyloid beta peptide,cleaves precursor protein to create amyloid beta peptide,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
52f509512059c6d71c000020,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5089682205923026,1,0,true,True,False,Q1_low,What is the mode of inheritance of short QT syndrome?,Autosomal dominant,autosomal dominant mode of inheritance,autosomal dominant mode of inheritance,correct,exact_alias,detector_false_positive,Direct inheritance answer.
5e48edb1f8b2df0d49000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5084885394612857,1,0,true,True,False,Q1_low,What particles is Hadron therapy using?,"Protons and heavier ions (carbon, oxygen, etc.)",Proton beams,proton beams,correct,acceptable_paraphrase,benchmark_alias_issue,Benchmark alias is too narrow; hadron therapy is not limited to protons.
6250787be764a5320400000e,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.506924035836603,1,0,true,True,False,Q1_low,What is the drug Aduhelm approved for?,Early Alzheimer’s disease.,treatment of Alzheimer's disease,treatment of alzheimer s disease,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
515db3d8298dcd4e51000015,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5025860900154341,1,0,true,True,False,Q1_low,What is the average diameter of intermediate filaments?,10-100 nm,10 nanometers | 10 nm,10 nanometers | 10 nm,incorrect,incorrect,judge_side_label_error,Diameter range is too broad and inconsistent with the accepted ~10 nm value.
58cefcfb8acda34529000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5010259134891997,1,0,true,True,False,Q1_low,What is  Achondroplasia?,Achondroplasia is a genetic disorder that causes dwarfism.,An autosomal dominant form of dwarfism,autosomal dominant form of dwarfism,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
51724fca8ed59a060a000013,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.5003148413830616,1,0,true,True,False,Q1_low,Which  is the execution time (complexity) of the Smith-Waterman algorithm for the alignment of two sequences,O(m*n),quadratic,quadratic,correct,exact_alias,detector_false_positive,Big-O form is the exact complexity class asked for.
6415b3b4690f196b51000009,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.8220273069267776,1,0,true,True,True,Q4_high,What color light does the the inhibitory receptor halorhodopsin (eNpHR) respond to?,Yellow-orange,yellow,yellow,correct,acceptable_paraphrase,detector_verbosity_bias,Color answer is faithful but slightly broader than the alias.
5506ce078e1671127b00000b,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.7593712002242061,1,0,true,True,True,Q4_high,"Which protein phosphatase has been found to interact with the heat shock protein, HSP20?",PP1,Protein phosphatase 1 | PP1,protein phosphatase 1 | pp1,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
56c3184050c68dd416000003,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.7345055184152819,1,0,true,True,True,Q4_high,What is the indication for isradipine?,Hypertension,Hypertension,hypertension,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
5e47681b35b8f0833c000006,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.7269809383994971,1,0,true,True,True,Q4_high,What is the target of Inebilizumab?,CD19,CD19,cd19,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
5c5f29a81a4c55d80b00001f,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.7120383471137964,1,0,true,True,True,Q4_high,What is the indication for Truvada?,"Prevention of HIV infection in HIV-negative men and transgender women who have sex with HIV-positive men or women, and in HIV-negative people who inject drugs.",Prevention of HIV infection,prevention of hiv infection,correct,acceptable_paraphrase,detector_verbosity_bias,Correct indication with extra population detail.
5324bdba9b2d7acc7e00001a,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6844482847112505,1,0,true,True,True,Q4_high,How is bladder wall thickness measured?,Ultrasound.,Ultrasound,ultrasound,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
5ac725250340b9f058000006,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6769563646450627,1,0,true,True,True,Q4_high,Which miRNA is associated with the circular RNA ciRS-7?,miR-7,miR-7,mir 7,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
64179113690f196b5100002e,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6724019820398107,1,0,true,True,True,Q4_high,Where is the DMD gene located?,"X chromosome, Xp21.22",Xp21 chromosome locus | X-linked recessive disorders caused by mutations of the DMD gene located at Xp21 | X chromosome (Xp21),xp21 chromosome locus | x linked recessive disorders caused by mutations of dmd gene located at xp21 | x chromosome xp21,correct,acceptable_paraphrase,detector_verbosity_bias,Faithful location answer with a slightly more specific cytogenetic coordinate.
65d36e761930410b13000044,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6561630603853513,1,0,true,True,True,Q4_high,What is the use of lebrikizumab?,To treat moderate to severe plaque psoriasis and atopic dermatitis.,atopic dermatitis,atopic dermatitis,incorrect,incorrect,judge_side_label_error,"Adds plaque psoriasis, which is not the accepted indication here."
5343bdd6aeec6fbd07000001,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6549741685073628,1,0,true,True,True,Q4_high,Which is the phosphorylated residue in the promoter paused form of RNA polymerase II?,Serine 5 (S5),Serine 5,serine 5,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
621ebb733a8413c65300005c,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6540941658696172,1,0,true,True,True,Q4_high,What is the indication for Favipiravir?,"Treatment of uncomplicated influenza, and potentially for COVID-19 in specific contexts.",Covid-19 | influenza,covid 19 | influenza,correct,acceptable_paraphrase,detector_verbosity_bias,Includes accepted indications with extra context.
61f7c883882a024a10000026,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6494123494123892,1,0,true,True,True,Q3,What disease can be treated with Avacopan?,Anti-neutrophil cytoplasmic autoantibody associated vasculitis (ANCA-associated vasculitis),ANCA-associated vasculitis,anca associated vasculitis,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
6020b5681cb411341a000088,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6400901954030808,1,0,true,True,True,Q3,Which mutation is targeted by Tepotinib?,MET exon 14 skipping mutation,MET Exon 14 Skipping Mutation,met exon 14 skipping mutation,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
5a7d51dafaa1ab7d2e000017,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6340420462753451,1,0,true,True,True,Q3,What is the administration route of IVIG in Alzheimer's disease patients?,Intravenous (IV),Intravenous,intravenous,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
6432f5f257b1c7a31500001c,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6326203882973817,1,0,true,True,True,Q3,What does Zanubrutinib inhibit?,C-terminal Bruton tyrosine kinase (BTK),Bruton tyrosine kinase,bruton tyrosine kinase,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
606ab57394d57fd87900004f,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.630605901249814,1,0,true,True,True,Q3,What is the effect of carbamazepine on CYP3A4?,Induces.,Induces | inducer | induction,induces | inducer | induction,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
58cbb98c02b8c60953000034,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6099758107481339,1,0,true,True,True,Q3,Which mutated enzyme is responsible for oculocutaneous 1 (OCA1)-type albinism?,TYR,tyrosinase | TYR,tyrosinase | tyr,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
606b75c194d57fd87900006c,FP_random_sample,FP,FP_alias_true,101,45,2.2444444444444445,0.6093305217585562,1,0,true,True,True,Q3,When was dupilumab approved by EMA?,2017,2017,2017,correct,exact_alias,detector_false_positive,Directly correct answer; detector overcalled hallucination.
